"Date","Price","Open","High","Low","Vol.","Change %"
"25-02-2022","50,360.00","50,700.00","50,700.00","49,850.00","0.05K","0.72%"
"24-02-2022","50,000.00","49,950.00","50,050.00","49,950.00","0.02K","1.42%"
"23-02-2022","49,300.00","49,000.00","49,900.00","49,000.00","0.03K","-0.40%"
"22-02-2022","49,500.00","49,500.00","49,500.00","49,500.00","0.01K","-0.54%"
"21-02-2022","49,770.00","49,500.00","49,900.00","49,500.00","0.04K","0.34%"
"18-02-2022","49,600.00","49,500.00","49,500.00","49,500.00","","0.08%"
"17-02-2022","49,560.00","49,560.00","49,560.00","49,560.00","","1.31%"
"16-02-2022","48,920.00","48,920.00","48,920.00","48,920.00","","1.66%"
"15-02-2022","48,120.00","48,120.00","48,120.00","48,120.00","","-0.84%"
"14-02-2022","48,530.00","48,530.00","48,530.00","48,530.00","","-0.84%"
"11-02-2022","48,940.00","48,940.00","48,940.00","48,940.00","","-0.22%"
"10-02-2022","49,050.00","49,050.00","49,050.00","49,050.00","","0.51%"
"09-02-2022","48,800.00","48,800.00","48,800.00","48,800.00","0.01K","0.21%"
"08-02-2022","48,700.00","48,700.00","48,700.00","48,700.00","0.01K","0.41%"
"07-02-2022","48,500.00","48,500.00","48,500.00","48,500.00","0.01K","0.00%"
"04-02-2022","48,500.00","48,500.00","48,500.00","48,500.00","0.01K","1.04%"
"03-02-2022","48,000.00","48,000.00","48,000.00","48,000.00","0.01K","0.00%"
"02-02-2022","48,000.00","48,000.00","48,000.00","48,000.00","0.01K","1.05%"
"01-02-2022","47,500.00","47,500.00","47,500.00","47,500.00","0.01K","0.00%"
"31-01-2022","47,500.00","47,500.00","47,500.00","47,500.00","0.01K","0.64%"
"28-01-2022","47,200.00","47,200.00","47,200.00","47,200.00","0.01K","0.00%"
"27-01-2022","47,200.00","47,200.00","47,200.00","47,200.00","0.01K","0.43%"
"25-01-2022","47,000.00","47,000.00","47,000.00","47,000.00","0.01K","1.08%"
"24-01-2022","46,500.00","46,500.00","46,500.00","46,500.00","0.01K","-0.43%"
"21-01-2022","46,700.00","46,700.00","46,700.00","46,700.00","0.01K","-1.06%"
"20-01-2022","47,200.00","46,200.00","46,200.00","46,200.00","","0.83%"
"19-01-2022","46,810.00","46,810.00","46,810.00","46,810.00","","0.09%"
"18-01-2022","46,770.00","46,770.00","46,770.00","46,770.00","","-0.11%"
"17-01-2022","46,820.00","46,820.00","46,820.00","46,820.00","","1.25%"
"14-01-2022","46,240.00","46,240.00","46,240.00","46,240.00","","4.03%"
"13-01-2022","44,450.00","43,280.00","45,900.00","43,280.00","0.05K","-3.45%"
"12-01-2022","46,040.00","46,040.00","46,040.00","46,040.00","","2.31%"
"11-01-2022","45,000.00","44,800.00","45,200.00","44,800.00","0.08K","1.88%"
"10-01-2022","44,170.00","44,100.00","44,200.00","44,100.00","0.03K","0.09%"
"07-01-2022","44,130.00","44,300.00","44,300.00","44,040.00","0.04K","0.66%"
"06-01-2022","43,840.00","44,000.00","44,100.00","43,600.00","0.05K","-0.59%"
"05-01-2022","44,100.00","44,000.00","44,600.00","44,000.00","0.06K","-0.02%"
"04-01-2022","44,110.00","44,100.00","44,110.00","44,100.00","0.05K","-0.20%"
"03-01-2022","44,200.00","44,200.00","44,200.00","44,200.00","0.01K","0.34%"
"31-12-2021","44,050.00","44,100.00","44,100.00","44,000.00","0.02K","0.11%"
"30-12-2021","44,000.00","44,000.00","44,100.00","43,900.00","0.03K","0.23%"
"29-12-2021","43,900.00","44,000.00","44,000.00","43,850.00","0.04K","-0.32%"
"28-12-2021","44,040.00","44,200.00","44,200.00","43,950.00","0.04K","0.16%"
"27-12-2021","43,970.00","44,000.00","44,700.00","43,650.00","0.10K","0.18%"
"24-12-2021","43,890.00","43,600.00","44,200.00","43,600.00","0.05K","0.90%"
"23-12-2021","43,500.00","43,000.00","43,800.00","43,000.00","0.05K","1.05%"
"22-12-2021","43,050.00","43,000.00","43,500.00","42,900.00","0.06K","-0.67%"
"21-12-2021","43,340.00","43,500.00","43,500.00","43,200.00","0.05K","-1.50%"
"20-12-2021","44,000.00","43,510.00","43,510.00","43,510.00","","-1.28%"
"17-12-2021","44,570.00","44,570.00","44,570.00","44,570.00","","-0.56%"
"16-12-2021","44,820.00","44,820.00","44,820.00","44,820.00","","0.65%"
"15-12-2021","44,530.00","44,530.00","44,530.00","44,530.00","","2.56%"
"14-12-2021","43,420.00","44,000.00","44,000.00","43,200.00","0.04K","-2.73%"
"13-12-2021","44,640.00","44,640.00","44,640.00","44,640.00","","2.34%"
"10-12-2021","43,620.00","41,990.00","43,700.00","41,990.00","0.25K","-0.64%"
"09-12-2021","43,900.00","43,900.00","43,900.00","43,900.00","0.01K","0.71%"
"08-12-2021","43,590.00","43,590.00","43,590.00","43,590.00","0.01K","0.00%"
"07-12-2021","43,590.00","43,400.00","43,700.00","43,400.00","0.05K","0.93%"
"06-12-2021","43,190.00","43,400.00","43,400.00","43,000.00","0.05K","-0.89%"
"03-12-2021","43,580.00","43,800.00","43,800.00","43,450.00","0.06K","-0.84%"
"02-12-2021","43,950.00","44,000.00","44,400.00","43,800.00","0.09K","-0.32%"
"01-12-2021","44,090.00","44,200.00","44,400.00","43,800.00","0.05K","-0.32%"
"30-11-2021","44,230.00","44,200.00","44,250.00","44,200.00","0.05K","1.12%"
"29-11-2021","43,740.00","43,500.00","44,000.00","43,500.00","0.08K","1.23%"
"26-11-2021","43,210.00","42,800.00","43,600.00","42,800.00","0.05K","0.51%"
"25-11-2021","42,990.00","43,200.00","43,390.00","42,810.00","0.21K","-1.06%"
"24-11-2021","43,450.00","43,350.00","43,800.00","43,250.00","0.24K","0.37%"
"23-11-2021","43,290.00","43,200.00","43,600.00","43,010.00","0.12K","-0.85%"
"22-11-2021","43,660.00","44,050.00","44,050.00","43,300.00","0.12K","-0.30%"
"19-11-2021","43,790.00","43,790.00","43,790.00","43,790.00","","0.32%"
"18-11-2021","43,650.00","43,800.00","43,800.00","43,800.00","","-0.37%"
"17-11-2021","43,810.00","43,810.00","43,810.00","43,810.00","","1.62%"
"16-11-2021","43,110.00","43,110.00","43,110.00","43,110.00","","-0.21%"
"15-11-2021","43,200.00","43,200.00","43,200.00","43,200.00","0.01K","-3.29%"
"12-11-2021","44,670.00","45,500.00","45,500.00","44,200.00","0.08K","-2.66%"
"11-11-2021","45,890.00","46,000.00","46,200.00","45,010.00","0.08K","1.30%"
"10-11-2021","45,300.00","45,400.00","45,400.00","45,200.00","0.02K","-0.55%"
"09-11-2021","45,550.00","45,550.00","45,550.00","45,550.00","","-1.58%"
"08-11-2021","46,280.00","46,600.00","46,600.00","46,000.00","0.06K","-1.57%"
"05-11-2021","47,020.00","47,020.00","47,020.00","47,020.00","","0.47%"
"04-11-2021","46,800.00","46,800.00","46,800.00","46,800.00","0.01K","0.13%"
"03-11-2021","46,740.00","46,700.00","46,800.00","46,700.00","0.08K","-0.40%"
"02-11-2021","46,930.00","47,400.00","47,400.00","46,700.00","0.06K","-0.74%"
"01-11-2021","47,280.00","47,200.00","47,400.00","47,200.00","0.05K","0.17%"
"29-10-2021","47,200.00","47,200.00","47,300.00","47,060.00","0.05K","0.32%"
"28-10-2021","47,050.00","46,800.00","47,200.00","46,800.00","0.06K","-0.23%"
"27-10-2021","47,160.00","47,000.00","47,300.00","47,000.00","0.05K","0.96%"
"26-10-2021","46,710.00","47,000.00","47,300.00","46,300.00","0.15K","-1.33%"
"25-10-2021","47,340.00","47,200.00","47,600.00","47,100.00","0.11K","-1.15%"
"22-10-2021","47,890.00","47,800.00","48,000.00","47,750.00","0.10K","-1.16%"
"21-10-2021","48,450.00","48,600.00","48,890.00","47,900.00","0.10K","-0.31%"
"20-10-2021","48,600.00","48,770.00","48,770.00","48,770.00","","-1.44%"
"19-10-2021","49,310.00","49,310.00","49,310.00","49,310.00","","0.61%"
"18-10-2021","49,010.00","49,010.00","49,010.00","49,010.00","","-0.24%"
"15-10-2021","49,130.00","49,130.00","49,130.00","49,130.00","","2.12%"
"14-10-2021","48,110.00","47,210.00","49,000.00","47,210.00","0.02K","0.50%"
"13-10-2021","47,870.00","47,800.00","48,000.00","47,800.00","0.03K","-2.31%"
"12-10-2021","49,000.00","49,000.00","49,000.00","49,000.00","0.03K","0.00%"
"11-10-2021","49,000.00","49,000.00","49,000.00","49,000.00","0.02K","5.31%"
"08-10-2021","46,530.00","47,500.00","47,500.00","45,200.00","0.10K","-3.20%"
"07-10-2021","48,070.00","48,400.00","48,400.00","47,500.00","0.10K","-0.99%"
"06-10-2021","48,550.00","48,100.00","48,900.00","48,100.00","0.08K","0.62%"
"05-10-2021","48,250.00","48,250.00","48,400.00","48,100.00","0.06K","-0.17%"
"04-10-2021","48,330.00","48,000.00","48,500.00","48,000.00","0.07K","2.22%"
"01-10-2021","47,280.00","46,900.00","47,600.00","46,900.00","0.08K","2.54%"
"30-09-2021","46,110.00","45,400.00","46,800.00","45,400.00","0.11K","2.06%"
"29-09-2021","45,180.00","44,700.00","45,800.00","44,700.00","0.14K","0.92%"
"28-09-2021","44,770.00","44,400.00","44,940.00","44,400.00","0.07K","0.58%"
"27-09-2021","44,510.00","44,350.00","44,800.00","44,350.00","0.07K","0.27%"
"24-09-2021","44,390.00","44,310.00","44,500.00","44,310.00","0.05K","0.05%"
"23-09-2021","44,370.00","44,350.00","44,600.00","44,310.00","0.09K","-0.34%"
"22-09-2021","44,520.00","44,510.00","44,600.00","44,410.00","0.12K","-0.25%"
"21-09-2021","44,630.00","44,600.00","44,700.00","44,600.00","0.04K","-1.91%"
"20-09-2021","45,500.00","45,500.00","45,500.00","45,500.00","0.01K","1.63%"
"17-09-2021","44,770.00","44,770.00","44,770.00","44,770.00","","1.02%"
"16-09-2021","44,320.00","44,320.00","44,320.00","44,320.00","","-1.36%"
"15-09-2021","44,930.00","44,930.00","44,930.00","44,930.00","","-0.16%"
"14-09-2021","45,000.00","45,000.00","45,000.00","45,000.00","0.01K","1.26%"
"13-09-2021","44,440.00","44,150.00","44,800.00","44,100.00","0.09K","-0.02%"
"10-09-2021","44,450.00","44,450.00","44,450.00","44,450.00","","0.16%"
"09-09-2021","44,380.00","44,000.00","44,600.00","44,000.00","0.09K","0.48%"
"08-09-2021","44,170.00","44,350.00","44,350.00","44,000.00","0.07K","-0.23%"
"07-09-2021","44,270.00","44,300.00","44,300.00","44,200.00","0.08K","0.14%"
"06-09-2021","44,210.00","44,200.00","44,340.00","44,050.00","0.09K","-0.34%"
"03-09-2021","44,360.00","44,400.00","44,420.00","44,230.00","0.13K","-0.05%"
"02-09-2021","44,380.00","44,600.00","44,600.00","44,200.00","0.13K","-0.54%"
"01-09-2021","44,620.00","44,500.00","44,700.00","44,400.00","0.18K","0.56%"
"31-08-2021","44,370.00","44,300.00","44,600.00","44,220.00","0.23K","0.45%"
"30-08-2021","44,170.00","44,000.00","44,500.00","43,950.00","0.09K","0.14%"
"27-08-2021","44,110.00","43,900.00","44,390.00","43,900.00","0.10K","0.18%"
"26-08-2021","44,030.00","44,000.00","44,050.00","43,900.00","0.16K","-0.56%"
"25-08-2021","44,280.00","44,000.00","44,700.00","43,800.00","0.10K","0.27%"
"24-08-2021","44,160.00","44,050.00","44,400.00","44,050.00","0.09K","-0.02%"
"23-08-2021","44,170.00","44,200.00","44,250.00","44,100.00","0.12K","-3.35%"
"20-08-2021","45,700.00","44,420.00","44,420.00","44,420.00","","-0.67%"
"19-08-2021","46,010.00","46,010.00","46,010.00","46,010.00","","0.00%"
"18-08-2021","46,010.00","46,010.00","46,010.00","46,010.00","","-0.24%"
"17-08-2021","46,120.00","46,120.00","46,120.00","46,120.00","","1.05%"
"16-08-2021","45,640.00","44,800.00","46,790.00","43,010.00","0.11K","2.56%"
"13-08-2021","44,500.00","44,490.00","44,500.00","44,490.00","0.03K","1.14%"
"12-08-2021","44,000.00","44,150.00","44,150.00","43,700.00","0.03K","-0.65%"
"11-08-2021","44,290.00","44,300.00","44,300.00","44,280.00","0.02K","2.03%"
"10-08-2021","43,410.00","43,900.00","43,900.00","42,660.00","0.10K","-0.78%"
"09-08-2021","43,750.00","44,000.00","44,150.00","43,400.00","0.12K","-1.64%"
"06-08-2021","44,480.00","44,600.00","44,600.00","44,300.00","0.12K","-0.40%"
"05-08-2021","44,660.00","44,700.00","44,790.00","44,320.00","0.12K","-0.36%"
"04-08-2021","44,820.00","44,700.00","44,900.00","44,700.00","0.12K","-0.22%"
"03-08-2021","44,920.00","45,200.00","45,200.00","44,620.00","0.08K","-0.16%"
"02-08-2021","44,990.00","45,400.00","45,400.00","44,900.00","0.14K","0.22%"
"30-07-2021","44,890.00","44,950.00","45,080.00","44,730.00","0.21K","0.07%"
"29-07-2021","44,860.00","44,900.00","44,930.00","44,700.00","0.46K","0.40%"
"28-07-2021","44,680.00","44,400.00","44,800.00","44,400.00","0.21K","0.56%"
"27-07-2021","44,430.00","44,500.00","44,660.00","44,300.00","0.29K","-0.45%"
"26-07-2021","44,630.00","44,500.00","44,750.00","44,500.00","0.09K","1.66%"
"23-07-2021","43,900.00","44,100.00","44,250.00","43,870.00","0.19K","-0.81%"
"22-07-2021","44,260.00","43,800.00","44,450.00","43,800.00","0.27K","0.32%"
"21-07-2021","44,120.00","44,200.00","44,500.00","44,000.00","0.10K","-1.74%"
"20-07-2021","44,900.00","44,100.00","44,100.00","44,100.00","","2.49%"
"19-07-2021","43,810.00","43,810.00","43,810.00","43,810.00","","3.03%"
"16-07-2021","42,520.00","42,520.00","42,520.00","42,520.00","","1.24%"
"15-07-2021","42,000.00","42,000.00","42,000.00","42,000.00","0.01K","4.14%"
"14-07-2021","40,330.00","40,330.00","40,330.00","40,330.00","0.01K","-5.97%"
"13-07-2021","42,890.00","43,700.00","43,940.00","42,100.00","0.09K","-2.08%"
"12-07-2021","43,800.00","43,350.00","44,100.00","43,180.00","0.31K","2.00%"
"09-07-2021","42,940.00","42,800.00","43,200.00","42,750.00","0.09K","-0.16%"
"08-07-2021","43,010.00","43,050.00","43,100.00","42,750.00","0.07K","0.14%"
"07-07-2021","42,950.00","43,050.00","43,050.00","42,800.00","0.10K","0.12%"
"06-07-2021","42,900.00","42,800.00","43,100.00","42,620.00","0.11K","-0.16%"
"05-07-2021","42,970.00","42,800.00","43,200.00","42,800.00","0.11K","1.27%"
"02-07-2021","42,430.00","42,300.00","42,500.00","42,300.00","0.08K","0.21%"
"01-07-2021","42,340.00","42,550.00","42,650.00","41,950.00","0.16K","-0.68%"
"30-06-2021","42,630.00","42,450.00","43,000.00","42,450.00","0.23K","0.42%"
"29-06-2021","42,450.00","42,950.00","42,950.00","42,400.00","0.36K","-1.69%"
"28-06-2021","43,180.00","43,600.00","43,620.00","43,000.00","0.16K","-1.37%"
"25-06-2021","43,780.00","44,000.00","44,100.00","43,610.00","0.11K","-1.20%"
"24-06-2021","44,310.00","44,420.00","44,560.00","43,900.00","0.13K","-0.14%"
"23-06-2021","44,370.00","44,330.00","44,500.00","44,280.00","0.09K","-0.65%"
"22-06-2021","44,660.00","44,900.00","44,920.00","44,450.00","0.11K","-0.31%"
"21-06-2021","44,800.00","44,750.00","44,870.00","44,400.00","0.22K","-0.38%"
"18-06-2021","44,970.00","44,950.00","45,000.00","44,950.00","0.11K","-1.16%"
"17-06-2021","45,500.00","45,500.00","45,500.00","45,500.00","0.01K","0.53%"
"16-06-2021","45,260.00","45,260.00","45,260.00","45,260.00","","-1.86%"
"15-06-2021","46,120.00","46,120.00","46,120.00","46,120.00","","-0.77%"
"14-06-2021","46,480.00","45,400.00","46,650.00","45,400.00","0.09K","2.15%"
"11-06-2021","45,500.00","45,500.00","45,500.00","45,500.00","0.01K","-1.13%"
"10-06-2021","46,020.00","46,000.00","46,100.00","45,950.00","0.06K","0.39%"
"09-06-2021","45,840.00","46,100.00","46,100.00","45,450.00","0.10K","-0.61%"
"08-06-2021","46,120.00","46,150.00","46,290.00","45,950.00","0.12K","0.15%"
"07-06-2021","46,050.00","46,140.00","46,200.00","46,000.00","0.21K","-0.20%"
"04-06-2021","46,140.00","45,900.00","46,300.00","45,900.00","0.14K","0.98%"
"03-06-2021","45,690.00","45,750.00","46,400.00","45,500.00","0.25K","0.44%"
"02-06-2021","45,490.00","44,900.00","45,800.00","44,900.00","0.18K","1.38%"
"01-06-2021","44,870.00","44,520.00","45,100.00","44,500.00","0.18K","0.52%"
"31-05-2021","44,640.00","44,250.00","44,700.00","44,120.00","0.16K","0.16%"
"28-05-2021","44,570.00","43,800.00","44,800.00","43,800.00","0.26K","1.83%"
"27-05-2021","43,770.00","44,150.00","44,200.00","43,500.00","0.12K","-0.91%"
"26-05-2021","44,170.00","44,100.00","44,500.00","43,980.00","0.13K","-0.36%"
"25-05-2021","44,330.00","44,590.00","44,590.00","44,160.00","0.14K","0.00%"
"24-05-2021","44,330.00","44,550.00","44,550.00","44,100.00","0.10K","0.20%"
"21-05-2021","44,240.00","45,150.00","45,150.00","44,000.00","0.22K","-2.56%"
"20-05-2021","45,400.00","45,090.00","45,090.00","45,090.00","","-3.45%"
"19-05-2021","47,020.00","47,020.00","47,020.00","47,020.00","0.01K","1.97%"
"18-05-2021","46,110.00","46,110.00","46,110.00","46,110.00","","-0.67%"
"17-05-2021","46,420.00","46,420.00","46,420.00","46,420.00","","-0.39%"
"14-05-2021","46,600.00","46,600.00","46,600.00","46,600.00","0.01K","0.65%"
"13-05-2021","46,300.00","46,300.00","46,300.00","46,300.00","0.02K","-0.73%"
"12-05-2021","46,640.00","46,610.00","47,000.00","46,570.00","0.08K","0.28%"
"11-05-2021","46,510.00","46,000.00","46,900.00","46,000.00","0.09K","-0.11%"
"10-05-2021","46,560.00","46,200.00","47,300.00","46,200.00","0.15K","0.43%"
"07-05-2021","46,360.00","45,150.00","46,990.00","45,150.00","0.24K","2.82%"
"06-05-2021","45,090.00","45,500.00","45,680.00","43,430.00","0.25K","-2.40%"
"05-05-2021","46,200.00","45,500.00","46,500.00","45,500.00","0.13K","-0.79%"
"04-05-2021","46,570.00","45,300.00","47,390.00","45,100.00","0.15K","4.16%"
"03-05-2021","44,710.00","44,120.00","45,010.00","44,120.00","0.09K","2.15%"
"30-04-2021","43,770.00","43,600.00","44,030.00","43,550.00","0.10K","-0.07%"
"29-04-2021","43,800.00","43,700.00","43,980.00","43,680.00","0.07K","0.14%"
"28-04-2021","43,740.00","43,310.00","43,800.00","43,310.00","0.21K","0.69%"
"27-04-2021","43,440.00","43,550.00","43,600.00","43,200.00","0.08K","0.44%"
"26-04-2021","43,250.00","42,810.00","43,410.00","42,810.00","0.09K","-0.85%"
"23-04-2021","43,620.00","43,550.00","43,800.00","43,380.00","0.08K","0.95%"
"22-04-2021","43,210.00","43,300.00","43,550.00","42,800.00","0.18K","0.96%"
"21-04-2021","42,800.00","42,800.00","42,800.00","42,800.00","0.01K","-3.82%"
"20-04-2021","44,500.00","44,500.00","44,500.00","44,500.00","0.05K","-1.07%"
"19-04-2021","44,980.00","44,500.00","45,500.00","44,400.00","0.04K","2.46%"
"16-04-2021","43,900.00","43,900.00","43,900.00","43,900.00","0.01K","1.62%"
"15-04-2021","43,200.00","43,200.00","43,200.00","43,200.00","0.01K","-0.41%"
"14-04-2021","43,380.00","43,380.00","43,380.00","43,380.00","","1.95%"
"13-04-2021","42,550.00","42,800.00","42,800.00","42,450.00","0.07K","0.02%"
"12-04-2021","42,540.00","43,400.00","43,400.00","42,110.00","0.12K","0.54%"
"09-04-2021","42,310.00","42,550.00","42,600.00","41,900.00","0.10K","-0.66%"
"08-04-2021","42,590.00","42,450.00","42,700.00","42,350.00","0.13K","0.31%"
"07-04-2021","42,460.00","42,250.00","42,610.00","42,250.00","0.14K","0.40%"
"06-04-2021","42,290.00","42,100.00","42,510.00","42,100.00","0.11K","0.74%"
"05-04-2021","41,980.00","41,400.00","42,500.00","41,400.00","0.10K","1.60%"
"01-04-2021","41,320.00","41,330.00","41,480.00","41,110.00","0.10K","-0.17%"
"31-03-2021","41,390.00","41,210.00","41,490.00","41,210.00","0.11K","1.25%"
"30-03-2021","40,880.00","40,500.00","41,220.00","40,500.00","0.17K","2.48%"
"29-03-2021","39,890.00","39,890.00","39,890.00","39,890.00","","0.00%"
"26-03-2021","39,890.00","39,820.00","39,970.00","39,750.00","0.12K","0.30%"
"25-03-2021","39,770.00","39,750.00","39,850.00","39,680.00","0.12K","-0.25%"
"24-03-2021","39,870.00","40,010.00","40,070.00","39,700.00","0.15K","-0.35%"
"23-03-2021","40,010.00","40,050.00","40,090.00","39,890.00","0.14K","-0.22%"
"22-03-2021","40,100.00","40,290.00","40,290.00","39,900.00","0.14K","-3.07%"
"19-03-2021","41,370.00","41,500.00","41,520.00","41,200.00","0.35K","0.29%"
"18-03-2021","41,250.00","41,090.00","41,450.00","41,090.00","0.81K","2.28%"
"17-03-2021","40,330.00","40,200.00","40,500.00","40,200.00","0.19K","-0.40%"
"16-03-2021","40,490.00","40,490.00","40,490.00","40,490.00","0.01K","1.45%"
"15-03-2021","39,910.00","40,600.00","40,600.00","39,600.00","0.16K","0.20%"
"12-03-2021","39,830.00","39,550.00","40,150.00","39,500.00","0.29K","-0.18%"
"11-03-2021","39,900.00","39,300.00","39,900.00","39,300.00","0.04K","2.57%"
"10-03-2021","38,900.00","38,950.00","39,100.00","38,750.00","0.31K","0.59%"
"09-03-2021","38,670.00","38,540.00","39,000.00","38,470.00","0.50K","-0.08%"
"08-03-2021","38,700.00","38,750.00","38,850.00","38,510.00","0.44K","-1.00%"
"05-03-2021","39,090.00","39,150.00","39,300.00","39,000.00","0.34K","-0.08%"
"04-03-2021","39,120.00","39,100.00","39,380.00","38,950.00","0.27K","-0.23%"
"03-03-2021","39,210.00","39,100.00","39,400.00","39,080.00","0.28K","-0.03%"
"02-03-2021","39,220.00","39,400.00","39,400.00","39,050.00","0.22K","0.38%"
"01-03-2021","39,070.00","38,900.00","39,400.00","38,870.00","0.25K","1.09%"
"26-02-2021","38,650.00","38,650.00","38,950.00","38,360.00","0.26K","0.73%"
"25-02-2021","38,370.00","38,320.00","38,500.00","38,250.00","0.17K","0.50%"
"24-02-2021","38,180.00","38,320.00","38,350.00","38,000.00","0.34K","0.50%"
"23-02-2021","37,990.00","38,000.00","38,320.00","37,900.00","0.69K","-0.60%"
"22-02-2021","38,220.00","38,300.00","38,330.00","37,920.00","0.30K","-4.57%"
"19-02-2021","40,050.00","40,000.00","40,100.00","40,000.00","0.02K","1.14%"
"18-02-2021","39,600.00","39,600.00","39,600.00","39,600.00","0.05K","1.12%"
"17-02-2021","39,160.00","38,460.00","39,800.00","38,450.00","0.14K","0.31%"
"16-02-2021","39,040.00","39,030.00","39,100.00","39,000.00","0.13K","3.72%"
"15-02-2021","37,640.00","37,500.00","38,540.00","37,500.00","0.27K","1.29%"
"12-02-2021","37,160.00","37,100.00","37,330.00","36,930.00","0.15K","-1.51%"
"11-02-2021","37,730.00","37,700.00","38,450.00","37,450.00","0.26K","-0.08%"
"10-02-2021","37,760.00","37,350.00","38,100.00","37,350.00","0.57K","2.36%"
"09-02-2021","36,890.00","36,500.00","37,680.00","36,500.00","0.26K","2.22%"
"08-02-2021","36,090.00","35,710.00","36,350.00","35,710.00","0.28K","0.47%"
"05-02-2021","35,920.00","35,900.00","36,050.00","35,700.00","0.36K","0.08%"
"04-02-2021","35,890.00","35,900.00","35,950.00","35,750.00","0.40K","-0.33%"
"03-02-2021","36,010.00","36,000.00","36,110.00","35,860.00","0.39K","-0.28%"
"02-02-2021","36,110.00","36,000.00","36,300.00","35,550.00","0.58K","0.58%"
"01-02-2021","35,900.00","36,050.00","36,100.00","35,700.00","0.34K","-0.36%"
"29-01-2021","36,030.00","36,400.00","36,400.00","35,860.00","0.69K","-1.10%"
"28-01-2021","36,430.00","36,800.00","36,800.00","36,210.00","0.61K","-0.38%"
"27-01-2021","36,570.00","36,800.00","36,860.00","36,300.00","0.52K","0.03%"
"25-01-2021","36,560.00","36,400.00","36,750.00","36,400.00","0.47K","0.41%"
"22-01-2021","36,410.00","36,300.00","36,740.00","36,080.00","0.40K","-0.25%"
"21-01-2021","36,500.00","36,500.00","36,900.00","36,200.00","0.78K","0.36%"
"20-01-2021","36,370.00","37,700.00","37,830.00","36,250.00","0.98K","-3.66%"
"19-01-2021","37,750.00","38,010.00","38,020.00","37,600.00","0.62K","-1.13%"
"18-01-2021","38,180.00","38,400.00","38,450.00","37,940.00","0.50K","33.96%"
